age, education-num, marital-status, relationship, race, hours-per-week, sex
45,13, Married-civ-spouse, Husband, Asian-Pac-Islander,45, Male
25,10, Married-spouse-absent, Not-in-family, White,40, Female
54,14, Married-civ-spouse, Wife, Black,38, Female
22,10, Never-married, Own-child, White,50, Male
47,3, Never-married, Unmarried, White,40, Female
36,13, Divorced, Unmarried, White,40, Female
48,13, Married-civ-spouse, Husband, White,50, Male
66,9, Never-married, Other-relative, White,20, Male
58,3, Married-civ-spouse, Husband, Black,48, Male
25,9, Never-married, Unmarried, Black,40, Male
30,9, Never-married, Own-child, Black,40, Female
51,10, Divorced, Not-in-family, White,40, Male
30,13, Never-married, Own-child, White,40, Male
20,10, Never-married, Own-child, White,30, Male
57,13, Married-civ-spouse, Husband, White,50, Male
23,10, Never-married, Not-in-family, White,20, Female
33,9, Never-married, Not-in-family, White,35, Male
47,10, Married-civ-spouse, Husband, White,37, Male
54,9, Divorced, Not-in-family, White,40, Female
75,6, Married-civ-spouse, Husband, White,40, Male
36,10, Married-civ-spouse, Husband, White,50, Male
51,9, Widowed, Not-in-family, White,40, Female
32,9, Married-civ-spouse, Husband, White,40, Male
20,9, Never-married, Own-child, White,40, Male
20,10, Never-married, Unmarried, White,40, Female
41,13, Married-civ-spouse, Wife, White,40, Female
31,14, Married-civ-spouse, Husband, White,40, Male
41,13, Divorced, Unmarried, Asian-Pac-Islander,40, Female
56,9, Married-civ-spouse, Wife, Black,36, Female
46,6, Divorced, Not-in-family, White,50, Male
59,9, Married-civ-spouse, Husband, White,40, Male
31,13, Married-civ-spouse, Husband, White,40, Male
20,9, Never-married, Own-child, White,23, Male
69,11, Widowed, Not-in-family, White,50, Female
35,13, Married-civ-spouse, Husband, White,50, Male
58,9, Married-civ-spouse, Husband, White,38, Male
21,10, Never-married, Not-in-family, White,45, Female
60,9, Married-civ-spouse, Husband, Asian-Pac-Islander,45, Male
29,9, Divorced, Not-in-family, Black,40, Male
29,10, Married-civ-spouse, Husband, Amer-Indian-Eskimo,40, Male
53,9, Married-civ-spouse, Husband, White,40, Male
43,9, Married-civ-spouse, Wife, Black,40, Female
55,14, Married-civ-spouse, Wife, White,40, Female
29,10, Never-married, Not-in-family, White,45, Male
37,13, Never-married, Not-in-family, White,30, Female
37,9, Divorced, Not-in-family, White,40, Female
41,13, Divorced, Not-in-family, White,40, Female
57,9, Married-civ-spouse, Husband, White,40, Male
41,9, Divorced, Unmarried, White,40, Female
18,10, Never-married, Own-child, Amer-Indian-Eskimo,40, Female
57,9, Married-civ-spouse, Wife, Asian-Pac-Islander,40, Female
49,13, Married-civ-spouse, Husband, White,40, Male
61,10, Married-civ-spouse, Husband, White,56, Male
44,9, Never-married, Not-in-family, White,52, Female
20,10, Never-married, Own-child, White,60, Male
36,10, Married-civ-spouse, Husband, White,50, Male
29,12, Married-civ-spouse, Husband, White,72, Male
51,7, Never-married, Not-in-family, Black,40, Female
19,9, Never-married, Own-child, White,32, Female
53,6, Separated, Unmarried, Black,40, Female
43,9, Married-civ-spouse, Husband, Asian-Pac-Islander,60, Male
42,9, Married-civ-spouse, Husband, White,40, Male
44,2, Married-civ-spouse, Husband, White,40, Male
37,8, Married-civ-spouse, Husband, White,40, Male
24,13, Never-married, Own-child, White,25, Male
27,10, Divorced, Unmarried, Amer-Indian-Eskimo,40, Female
30,9, Married-civ-spouse, Husband, White,35, Male
56,10, Divorced, Not-in-family, White,45, Female
58,10, Widowed, Not-in-family, Black,40, Female
20,9, Never-married, Unmarried, Black,40, Female
36,10, Married-civ-spouse, Husband, White,50, Male
26,13, Never-married, Not-in-family, White,40, Male
42,9, Married-civ-spouse, Husband, White,60, Male
24,10, Never-married, Own-child, White,45, Male
26,9, Never-married, Own-child, White,56, Male
19,10, Never-married, Own-child, White,25, Female
21,9, Never-married, Other-relative, White,33, Female
43,16, Married-civ-spouse, Wife, White,40, Female
20,10, Never-married, Other-relative, White,40, Male
47,9, Divorced, Unmarried, Black,40, Female
62,14, Married-civ-spouse, Husband, White,40, Male
46,10, Married-civ-spouse, Husband, White,60, Male
54,13, Married-civ-spouse, Husband, White,40, Male
43,10, Married-civ-spouse, Husband, White,60, Male
34,9, Separated, Unmarried, White,80, Male
47,12, Never-married, Not-in-family, Black,40, Female
58,9, Married-civ-spouse, Husband, White,40, Male
20,9, Never-married, Unmarried, Amer-Indian-Eskimo,35, Female
26,11, Never-married, Not-in-family, White,40, Male
51,14, Married-civ-spouse, Husband, White,35, Male
53,15, Married-civ-spouse, Husband, White,40, Male
53,12, Married-civ-spouse, Wife, Black,37, Female
68,9, Widowed, Not-in-family, White,32, Female
46,13, Divorced, Unmarried, White,45, Female
32,7, Married-civ-spouse, Husband, White,40, Male
42,13, Married-civ-spouse, Husband, White,40, Male
28,9, Never-married, Not-in-family, White,40, Male
67,12, Married-civ-spouse, Husband, White,50, Male
23,10, Never-married, Not-in-family, White,50, Male
27,6, Divorced, Own-child, White,40, Male
65,9, Married-civ-spouse, Husband, White,25, Male
22,13, Never-married, Own-child, White,50, Male
27,10, Never-married, Other-relative, White,30, Male
30,7, Never-married, Own-child, White,40, Male
44,13, Divorced, Not-in-family, White,65, Female
35,13, Married-civ-spouse, Husband, White,40, Male
27,9, Married-civ-spouse, Husband, White,40, Male
36,13, Divorced, Own-child, White,40, Male
42,10, Married-civ-spouse, Husband, White,45, Male
32,10, Never-married, Not-in-family, White,34, Male
53,2, Married-civ-spouse, Husband, White,45, Male
41,10, Divorced, Unmarried, White,40, Female
65,4, Widowed, Not-in-family, Black,31, Female
22,10, Never-married, Not-in-family, Amer-Indian-Eskimo,60, Female
65,9, Divorced, Not-in-family, White,16, Female
21,10, Married-civ-spouse, Husband, White,40, Male
28,15, Married-civ-spouse, Husband, White,65, Male
24,13, Never-married, Own-child, Asian-Pac-Islander,50, Female
39,14, Married-civ-spouse, Husband, White,50, Male
52,13, Married-civ-spouse, Husband, White,40, Male
18,9, Never-married, Other-relative, White,12, Female
62,6, Widowed, Own-child, Black,40, Female
28,6, Never-married, Own-child, White,80, Male
41,13, Never-married, Own-child, White,40, Female
28,5, Never-married, Not-in-family, White,35, Male
43,10, Married-civ-spouse, Husband, White,70, Male
61,13, Married-civ-spouse, Husband, White,40, Male
26,14, Never-married, Not-in-family, White,10, Female
34,13, Never-married, Other-relative, White,40, Male
21,9, Never-married, Own-child, White,20, Male
60,9, Separated, Unmarried, Black,20, Female
28,9, Married-civ-spouse, Husband, White,35, Male
32,11, Married-civ-spouse, Husband, White,70, Male
55,4, Married-civ-spouse, Husband, White,40, Male
51,9, Married-civ-spouse, Husband, White,40, Male
48,7, Married-civ-spouse, Husband, Black,56, Male
37,9, Divorced, Unmarried, White,40, Female
40,10, Divorced, Unmarried, White,40, Female
44,4, Married-civ-spouse, Husband, Asian-Pac-Islander,40, Male
27,10, Never-married, Own-child, Black,40, Male
55,11, Married-civ-spouse, Wife, White,30, Female
40,13, Married-civ-spouse, Wife, White,24, Female
30,13, Never-married, Not-in-family, White,70, Male
36,9, Never-married, Own-child, White,40, Male
74,4, Widowed, Not-in-family, White,40, Female
34,12, Married-civ-spouse, Husband, White,40, Male
48,11, Married-civ-spouse, Husband, White,42, Male
44,3, Married-civ-spouse, Husband, White,40, Male
48,9, Widowed, Not-in-family, White,45, Male
25,9, Never-married, Not-in-family, White,65, Male
33,13, Married-civ-spouse, Wife, White,40, Female
49,13, Never-married, Not-in-family, White,40, Female
75,9, Widowed, Not-in-family, White,20, Female
33,13, Never-married, Not-in-family, White,30, Male
29,13, Married-civ-spouse, Husband, White,50, Male
47,13, Married-civ-spouse, Husband, White,55, Male
33,9, Never-married, Not-in-family, White,44, Male
65,15, Married-spouse-absent, Not-in-family, White,48, Male
17,6, Never-married, Own-child, White,15, Male
58,13, Widowed, Not-in-family, White,40, Male
55,10, Never-married, Own-child, White,40, Female
37,10, Never-married, Own-child, White,48, Male
60,9, Married-civ-spouse, Husband, White,45, Male
25,9, Married-civ-spouse, Husband, White,45, Male
34,9, Divorced, Unmarried, White,40, Female
20,10, Never-married, Own-child, White,20, Male
26,13, Married-civ-spouse, Husband, White,72, Male
34,9, Separated, Not-in-family, White,40, Female
48,13, Divorced, Unmarried, White,40, Male
34,9, Never-married, Not-in-family, Black,40, Male
31,10, Never-married, Other-relative, White,40, Male
25,11, Never-married, Not-in-family, White,42, Female
20,10, Never-married, Own-child, White,15, Male
38,15, Married-civ-spouse, Wife, White,50, Female
69,14, Divorced, Not-in-family, White,40, Female
27,9, Married-spouse-absent, Own-child, Black,40, Female
32,10, Never-married, Own-child, White,40, Male
65,9, Never-married, Not-in-family, Black,40, Female
22,13, Never-married, Own-child, White,8, Female
25,9, Never-married, Unmarried, Black,40, Female
40,9, Divorced, Own-child, White,25, Female
29,13, Married-civ-spouse, Husband, White,55, Male
33,13, Divorced, Unmarried, White,40, Female
60,3, Widowed, Not-in-family, White,40, Female
28,9, Married-civ-spouse, Husband, Black,40, Male
28,9, Divorced, Not-in-family, White,39, Female
72,4, Married-civ-spouse, Husband, White,45, Male
35,13, Married-civ-spouse, Husband, White,48, Male
33,10, Divorced, Unmarried, White,99, Female
36,14, Never-married, Not-in-family, White,45, Male
18,9, Never-married, Other-relative, Other,32, Male
38,10, Married-civ-spouse, Wife, White,20, Female
48,13, Married-civ-spouse, Husband, White,40, Male
22,11, Never-married, Own-child, White,20, Female
29,13, Married-civ-spouse, Wife, White,40, Female
81,13, Widowed, Not-in-family, White,30, Male
19,9, Never-married, Own-child, White,25, Male
39,9, Married-civ-spouse, Husband, White,60, Male
20,9, Never-married, Own-child, Other,60, Male
41,12, Married-civ-spouse, Husband, White,92, Male
50,9, Married-civ-spouse, Husband, White,40, Male
54,9, Widowed, Not-in-family, White,46, Female
18,7, Never-married, Own-child, White,20, Male
18,7, Never-married, Own-child, White,10, Female
54,9, Divorced, Not-in-family, White,40, Male
47,10, Married-spouse-absent, Not-in-family, Black,40, Male
21,10, Never-married, Own-child, White,20, Female
22,5, Never-married, Other-relative, White,40, Female
19,10, Never-married, Not-in-family, White,40, Male
37,14, Married-civ-spouse, Wife, White,8, Female
37,7, Married-civ-spouse, Husband, Black,25, Male
31,14, Married-civ-spouse, Husband, Asian-Pac-Islander,45, Male
31,9, Never-married, Unmarried, White,50, Male
60,9, Married-civ-spouse, Husband, White,50, Male
43,13, Never-married, Not-in-family, Black,40, Male
65,9, Widowed, Not-in-family, White,10, Female
33,14, Never-married, Not-in-family, Asian-Pac-Islander,40, Male
32,9, Married-civ-spouse, Husband, White,40, Male
36,9, Divorced, Unmarried, Black,40, Female
53,10, Married-civ-spouse, Husband, White,50, Male
50,9, Divorced, Not-in-family, White,40, Male
23,7, Never-married, Unmarried, White,30, Male
60,10, Never-married, Not-in-family, White,38, Female
32,14, Never-married, Own-child, White,40, Female
36,14, Married-civ-spouse, Husband, White,43, Male
20,10, Never-married, Own-child, White,40, Male
39,9, Divorced, Unmarried, White,40, Female
35,9, Never-married, Other-relative, Black,24, Male
29,9, Divorced, Unmarried, White,30, Female
52,13, Never-married, Other-relative, White,25, Female
41,9, Divorced, Unmarried, White,40, Female
28,13, Married-civ-spouse, Husband, White,50, Male
52,13, Widowed, Not-in-family, White,8, Female
40,11, Divorced, Unmarried, Amer-Indian-Eskimo,40, Female
40,13, Married-civ-spouse, Husband, White,50, Male
22,9, Never-married, Own-child, White,18, Male
69,9, Widowed, Unmarried, White,8, Female
28,10, Never-married, Own-child, White,38, Female
57,9, Divorced, Not-in-family, White,44, Female
54,9, Married-civ-spouse, Husband, White,40, Male
41,13, Married-civ-spouse, Husband, White,40, Male
28,9, Never-married, Not-in-family, White,40, Female
39,9, Married-civ-spouse, Husband, White,40, Male
39,9, Married-civ-spouse, Husband, White,42, Male
57,10, Married-civ-spouse, Husband, White,45, Male
18,9, Never-married, Own-child, Asian-Pac-Islander,15, Male
53,7, Married-civ-spouse, Husband, White,40, Male
44,9, Divorced, Not-in-family, Asian-Pac-Islander,40, Female
28,3, Never-married, Unmarried, Black,40, Male
61,5, Married-civ-spouse, Husband, White,40, Male
45,10, Married-civ-spouse, Husband, White,40, Male
52,9, Married-civ-spouse, Husband, White,60, Male
57,9, Married-civ-spouse, Husband, White,40, Male
40,9, Never-married, Not-in-family, White,40, Female
72,15, Married-civ-spouse, Husband, White,35, Male
23,13, Never-married, Unmarried, White,20, Female
46,9, Separated, Not-in-family, White,36, Female
51,9, Divorced, Unmarried, White,20, Female
46,10, Married-civ-spouse, Husband, White,40, Male
43,12, Never-married, Unmarried, White,40, Female
42,13, Married-civ-spouse, Husband, White,40, Male
53,10, Married-civ-spouse, Husband, White,40, Male
31,9, Divorced, Not-in-family, White,40, Female
35,13, Married-civ-spouse, Husband, White,45, Male
59,9, Divorced, Unmarried, White,40, Female
38,9, Married-civ-spouse, Husband, White,40, Male
19,10, Never-married, Own-child, White,20, Female
25,14, Never-married, Not-in-family, White,45, Male
26,9, Married-civ-spouse, Husband, White,40, Male
51,13, Married-civ-spouse, Husband, Black,40, Male
28,13, Never-married, Not-in-family, Asian-Pac-Islander,30, Male
33,9, Married-civ-spouse, Wife, White,30, Female
25,9, Never-married, Not-in-family, White,40, Male
23,11, Never-married, Unmarried, Black,40, Male
35,11, Never-married, Not-in-family, White,40, Male
41,10, Married-civ-spouse, Husband, White,45, Male
43,13, Never-married, Own-child, White,35, Male
49,15, Married-civ-spouse, Husband, White,40, Male
45,15, Married-civ-spouse, Husband, White,50, Male
49,13, Married-civ-spouse, Husband, White,40, Male
38,14, Divorced, Not-in-family, White,40, Female
39,9, Married-civ-spouse, Husband, Black,45, Male
39,15, Married-civ-spouse, Husband, White,31, Male
26,6, Divorced, Not-in-family, White,40, Female
17,6, Never-married, Own-child, White,12, Male
26,9, Never-married, Own-child, White,40, Male
71,9, Divorced, Unmarried, White,3, Female
27,10, Never-married, Own-child, White,42, Male
34,10, Never-married, Not-in-family, White,40, Male
35,9, Never-married, Own-child, Black,38, Male
36,9, Married-civ-spouse, Husband, White,40, Male
39,9, Married-civ-spouse, Husband, White,40, Male
41,9, Divorced, Unmarried, Black,40, Male
47,13, Married-civ-spouse, Husband, White,40, Male
36,9, Married-civ-spouse, Husband, White,50, Male
43,9, Married-civ-spouse, Husband, White,35, Male
39,10, Married-civ-spouse, Husband, White,50, Male
35,9, Never-married, Unmarried, Black,40, Female
22,13, Never-married, Own-child, White,18, Male
45,14, Married-civ-spouse, Husband, White,50, Male
33,10, Separated, Own-child, White,60, Male
21,9, Never-married, Not-in-family, White,40, Male
37,12, Divorced, Unmarried, Black,40, Female
30,9, Never-married, Own-child, White,80, Male
47,9, Married-civ-spouse, Husband, White,40, Male
45,13, Married-civ-spouse, Husband, White,40, Male
25,10, Never-married, Own-child, White,25, Female
47,10, Married-civ-spouse, Husband, White,45, Male
68,10, Widowed, Not-in-family, White,40, Male
27,9, Never-married, Not-in-family, White,40, Male
42,3, Married-civ-spouse, Husband, Other,40, Male
36,9, Divorced, Unmarried, Black,40, Female
28,13, Never-married, Not-in-family, White,50, Male
61,3, Married-civ-spouse, Husband, Black,40, Male
33,9, Separated, Not-in-family, White,40, Female
23,9, Never-married, Not-in-family, White,45, Female
40,9, Married-civ-spouse, Husband, White,40, Male
25,10, Never-married, Own-child, White,40, Female
45,9, Married-civ-spouse, Husband, White,60, Male
23,9, Never-married, Not-in-family, White,40, Male
30,13, Never-married, Not-in-family, White,50, Male
33,10, Never-married, Not-in-family, Black,40, Female
21,9, Widowed, Own-child, White,40, Male
28,5, Married-civ-spouse, Husband, White,40, Male
42,9, Divorced, Unmarried, White,60, Female
43,10, Married-civ-spouse, Husband, White,84, Male
50,13, Married-civ-spouse, Husband, White,40, Male
48,10, Divorced, Not-in-family, White,50, Male
49,10, Married-civ-spouse, Husband, White,46, Male
28,13, Never-married, Not-in-family, White,50, Female
36,13, Married-civ-spouse, Husband, White,40, Male
28,10, Married-civ-spouse, Husband, White,50, Male
61,15, Married-civ-spouse, Husband, White,40, Male
25,10, Married-civ-spouse, Husband, White,40, Male
48,5, Divorced, Not-in-family, White,40, Female
36,10, Married-civ-spouse, Husband, White,40, Male
46,9, Married-civ-spouse, Husband, White,45, Male
25,9, Never-married, Not-in-family, White,40, Male
36,9, Never-married, Not-in-family, Black,40, Female
45,3, Never-married, Not-in-family, White,40, Male
18,7, Never-married, Own-child, White,21, Female
28,10, Never-married, Not-in-family, White,35, Male
39,9, Married-civ-spouse, Husband, White,50, Male
33,13, Married-civ-spouse, Husband, White,50, Male
28,10, Separated, Not-in-family, White,40, Female
48,10, Divorced, Unmarried, White,48, Male
21,9, Never-married, Not-in-family, White,50, Male
26,10, Never-married, Own-child, White,40, Male
40,13, Divorced, Not-in-family, White,40, Male
63,14, Married-civ-spouse, Husband, White,45, Male
45,14, Married-civ-spouse, Husband, White,50, Male
22,10, Never-married, Own-child, White,40, Male
52,9, Divorced, Not-in-family, White,44, Male
57,9, Married-civ-spouse, Wife, White,40, Female
38,14, Married-civ-spouse, Husband, Black,40, Male
46,13, Married-civ-spouse, Husband, White,45, Male
52,14, Divorced, Unmarried, White,40, Female
55,15, Married-civ-spouse, Husband, White,55, Male
21,10, Never-married, Not-in-family, White,40, Male
30,9, Married-civ-spouse, Husband, White,50, Male
17,8, Never-married, Own-child, White,15, Female
57,9, Married-civ-spouse, Husband, White,45, Male
30,10, Never-married, Other-relative, White,40, Female
48,10, Married-civ-spouse, Husband, White,50, Male
24,9, Never-married, Not-in-family, Black,50, Male
45,6, Divorced, Unmarried, White,40, Female
40,9, Married-civ-spouse, Husband, Black,40, Male
34,9, Divorced, Unmarried, White,20, Female
35,14, Married-spouse-absent, Not-in-family, White,40, Male
24,13, Never-married, Not-in-family, White,40, Female
47,14, Married-civ-spouse, Husband, White,37, Male
21,9, Never-married, Own-child, White,25, Female
30,12, Never-married, Not-in-family, White,40, Male
52,9, Married-civ-spouse, Husband, White,50, Male
37,9, Never-married, Not-in-family, White,47, Male
24,11, Never-married, Not-in-family, White,30, Male
41,10, Married-civ-spouse, Husband, White,40, Male
61,13, Married-civ-spouse, Husband, White,40, Male
37,9, Married-civ-spouse, Husband, White,40, Male
39,9, Divorced, Own-child, White,60, Male
28,12, Married-civ-spouse, Husband, White,45, Male
24,13, Never-married, Own-child, White,20, Male
29,10, Married-civ-spouse, Husband, White,55, Male
61,12, Divorced, Own-child, White,40, Male
38,13, Married-civ-spouse, Husband, White,40, Male
56,16, Married-civ-spouse, Husband, White,65, Male
28,10, Never-married, Not-in-family, Black,60, Male
24,9, Divorced, Not-in-family, White,30, Female
35,13, Married-civ-spouse, Husband, White,50, Male
31,10, Married-civ-spouse, Husband, White,43, Male
39,10, Married-civ-spouse, Husband, White,55, Male
35,7, Divorced, Unmarried, Amer-Indian-Eskimo,6, Female
20,9, Never-married, Not-in-family, White,35, Female
25,9, Never-married, Not-in-family, White,40, Female
23,13, Never-married, Not-in-family, White,25, Male
37,13, Married-civ-spouse, Husband, White,40, Male
47,9, Married-civ-spouse, Husband, White,40, Male
36,13, Never-married, Unmarried, Black,40, Female
34,9, Divorced, Not-in-family, White,40, Female
35,9, Never-married, Other-relative, White,60, Male
85,13, Widowed, Not-in-family, White,40, Male
71,13, Married-civ-spouse, Husband, White,30, Male
23,9, Never-married, Own-child, White,40, Female
39,14, Married-civ-spouse, Husband, White,48, Male
77,9, Married-civ-spouse, Husband, White,35, Male
20,10, Never-married, Own-child, White,20, Female
40,10, Divorced, Unmarried, Asian-Pac-Islander,40, Female
34,13, Married-civ-spouse, Husband, White,60, Male
33,9, Married-civ-spouse, Husband, Black,55, Male
34,13, Married-civ-spouse, Husband, Asian-Pac-Islander,60, Male
36,9, Never-married, Own-child, White,40, Female
36,7, Married-civ-spouse, Husband, White,40, Male
32,12, Married-civ-spouse, Husband, White,70, Male
26,13, Married-civ-spouse, Husband, White,43, Male
37,14, Married-civ-spouse, Husband, White,40, Male
42,13, Married-civ-spouse, Husband, White,45, Male
38,9, Married-civ-spouse, Husband, White,45, Male
48,6, Married-civ-spouse, Husband, White,40, Male
23,10, Never-married, Own-child, White,40, Male
37,9, Married-civ-spouse, Husband, White,50, Male
38,13, Married-civ-spouse, Husband, Asian-Pac-Islander,35, Male
33,10, Divorced, Not-in-family, White,45, Male
26,7, Never-married, Not-in-family, Black,40, Female
25,13, Married-civ-spouse, Wife, White,40, Female
61,6, Widowed, Unmarried, Black,40, Female
44,13, Married-civ-spouse, Husband, White,50, Male
65,13, Married-civ-spouse, Husband, White,35, Male
23,10, Never-married, Own-child, Black,38, Female
67,6, Widowed, Not-in-family, White,12, Female
37,9, Divorced, Not-in-family, White,40, Female
48,15, Married-civ-spouse, Husband, White,70, Male
35,9, Never-married, Own-child, White,40, Male
48,13, Divorced, Own-child, White,40, Female
50,10, Married-civ-spouse, Husband, Asian-Pac-Islander,50, Male
36,12, Married-civ-spouse, Husband, White,40, Male
20,10, Never-married, Other-relative, White,35, Female
32,9, Married-civ-spouse, Husband, White,30, Male
18,7, Never-married, Own-child, White,10, Female
36,9, Married-civ-spouse, Husband, White,40, Male
50,14, Married-civ-spouse, Husband, White,55, Male
24,10, Married-civ-spouse, Husband, White,60, Male
43,13, Married-spouse-absent, Unmarried, White,20, Female
27,10, Never-married, Not-in-family, White,40, Male
17,6, Never-married, Own-child, White,30, Female
29,13, Married-civ-spouse, Husband, White,45, Male
19,10, Never-married, Own-child, White,25, Male
38,11, Married-civ-spouse, Husband, White,50, Male
64,6, Married-civ-spouse, Husband, White,50, Male
31,10, Never-married, Own-child, Black,40, Male
30,11, Married-spouse-absent, Not-in-family, White,40, Male
30,13, Married-civ-spouse, Other-relative, White,40, Female
33,13, Married-civ-spouse, Husband, White,40, Male
59,10, Divorced, Not-in-family, White,40, Female
40,14, Married-civ-spouse, Husband, White,50, Male
27,10, Never-married, Not-in-family, White,40, Female
34,13, Married-civ-spouse, Husband, White,45, Male
27,10, Married-civ-spouse, Husband, White,50, Male
23,10, Never-married, Other-relative, White,35, Female
41,14, Never-married, Not-in-family, Black,40, Male
36,9, Married-civ-spouse, Husband, White,40, Male
25,10, Never-married, Own-child, White,20, Male
33,13, Married-civ-spouse, Husband, White,55, Male
26,13, Never-married, Not-in-family, White,60, Male
42,11, Married-civ-spouse, Husband, White,40, Male
25,10, Never-married, Unmarried, White,40, Male
45,9, Married-civ-spouse, Husband, White,40, Male
59,9, Separated, Not-in-family, White,37, Female
26,13, Married-civ-spouse, Husband, White,40, Male
20,10, Never-married, Not-in-family, White,40, Female
53,15, Married-civ-spouse, Husband, Asian-Pac-Islander,40, Male
32,9, Never-married, Own-child, White,40, Male
22,9, Never-married, Unmarried, Other,35, Male
53,13, Divorced, Not-in-family, White,45, Male
47,10, Divorced, Not-in-family, White,40, Female
21,1, Married-civ-spouse, Other-relative, White,40, Female
17,6, Never-married, Own-child, White,15, Female
48,10, Married-civ-spouse, Husband, White,40, Male
32,11, Never-married, Unmarried, White,7, Female
58,9, Married-civ-spouse, Husband, White,40, Male
72,2, Married-civ-spouse, Husband, Black,36, Male
45,14, Divorced, Not-in-family, White,38, Male
41,9, Married-civ-spouse, Husband, White,40, Male
66,9, Married-civ-spouse, Husband, White,42, Male
34,14, Never-married, Not-in-family, White,50, Female
33,9, Divorced, Unmarried, Black,40, Female
47,13, Never-married, Not-in-family, White,50, Female
35,13, Never-married, Not-in-family, White,35, Male
27,12, Married-civ-spouse, Husband, White,40, Male
49,10, Married-civ-spouse, Husband, White,40, Male
36,9, Divorced, Unmarried, Black,40, Female
25,12, Never-married, Own-child, White,38, Female
38,9, Never-married, Not-in-family, White,40, Male
21,10, Never-married, Own-child, White,30, Male
29,9, Never-married, Not-in-family, White,45, Female
42,12, Divorced, Not-in-family, White,40, Male
28,13, Divorced, Not-in-family, White,40, Male
26,10, Never-married, Not-in-family, White,30, Male
65,15, Married-civ-spouse, Husband, White,8, Male
19,10, Never-married, Own-child, White,40, Male
22,10, Never-married, Own-child, White,40, Male
54,10, Married-civ-spouse, Husband, White,40, Male
46,13, Married-civ-spouse, Husband, White,77, Male
34,9, Never-married, Not-in-family, White,99, Male
57,9, Married-civ-spouse, Husband, White,20, Male
32,13, Never-married, Own-child, White,45, Female
36,13, Married-civ-spouse, Husband, White,40, Male
34,11, Married-civ-spouse, Wife, Amer-Indian-Eskimo,27, Female
54,9, Married-civ-spouse, Husband, White,40, Male
34,7, Divorced, Own-child, Black,37, Female
72,3, Married-civ-spouse, Husband, Black,36, Male
23,9, Married-civ-spouse, Husband, White,40, Male
53,3, Married-civ-spouse, Husband, White,10, Male
57,7, Married-civ-spouse, Husband, White,40, Male
22,10, Never-married, Own-child, Asian-Pac-Islander,20, Male
40,10, Married-civ-spouse, Husband, White,40, Male
31,10, Married-civ-spouse, Husband, White,40, Male
18,10, Never-married, Own-child, White,32, Female
51,10, Married-civ-spouse, Husband, White,44, Male
24,12, Never-married, Own-child, White,25, Male
49,13, Married-civ-spouse, Husband, White,60, Male
76,3, Married-civ-spouse, Husband, White,8, Male
37,9, Married-civ-spouse, Husband, White,40, Male
29,9, Divorced, Unmarried, White,45, Female
21,9, Never-married, Own-child, White,53, Male
49,13, Married-civ-spouse, Husband, White,40, Male
69,9, Married-civ-spouse, Husband, White,40, Male
38,9, Married-civ-spouse, Husband, Black,40, Male
44,14, Never-married, Unmarried, Black,40, Female
31,10, Divorced, Unmarried, Black,40, Male
54,14, Separated, Not-in-family, White,40, Male
26,9, Never-married, Not-in-family, White,50, Female
40,13, Never-married, Not-in-family, White,50, Female
41,14, Never-married, Other-relative, White,40, Female
48,16, Married-civ-spouse, Husband, White,50, Male
51,14, Married-civ-spouse, Husband, White,40, Male
36,10, Married-civ-spouse, Husband, White,60, Male
35,9, Never-married, Not-in-family, White,40, Female
32,14, Divorced, Not-in-family, White,50, Female
39,13, Married-civ-spouse, Husband, White,52, Male
55,14, Widowed, Not-in-family, White,40, Female
26,9, Never-married, Own-child, White,40, Male
46,6, Divorced, Unmarried, White,20, Female
70,9, Married-civ-spouse, Wife, White,24, Female
20,10, Never-married, Own-child, White,30, Female
46,13, Married-civ-spouse, Husband, White,10, Male
35,9, Divorced, Not-in-family, White,40, Male
20,9, Never-married, Own-child, Black,40, Female
57,10, Married-civ-spouse, Husband, White,60, Male
64,6, Married-civ-spouse, Husband, White,50, Male
63,14, Married-civ-spouse, Husband, White,60, Male
21,10, Never-married, Own-child, Black,30, Female
43,13, Married-civ-spouse, Husband, White,45, Male
35,12, Never-married, Not-in-family, White,38, Male
21,10, Never-married, Own-child, White,29, Female
23,9, Never-married, Own-child, White,38, Male
35,12, Married-civ-spouse, Husband, White,45, Male
28,11, Never-married, Unmarried, Amer-Indian-Eskimo,40, Male
61,9, Married-civ-spouse, Husband, Black,40, Male
45,6, Married-civ-spouse, Husband, Black,40, Male
73,6, Married-civ-spouse, Husband, White,5, Male
33,9, Married-civ-spouse, Husband, White,40, Male
25,11, Separated, Not-in-family, White,34, Female
19,10, Never-married, Own-child, White,40, Female
42,7, Married-civ-spouse, Husband, White,47, Male
27,13, Married-civ-spouse, Husband, White,45, Male
24,13, Never-married, Own-child, White,20, Female
19,10, Never-married, Own-child, White,25, Female
36,9, Separated, Unmarried, White,38, Female
41,9, Married-civ-spouse, Husband, White,50, Male
43,10, Never-married, Not-in-family, White,40, Male
40,14, Married-civ-spouse, Husband, White,35, Male
57,9, Divorced, Unmarried, White,38, Female
58,9, Divorced, Not-in-family, White,40, Female
22,10, Never-married, Own-child, White,35, Female
39,10, Married-civ-spouse, Husband, White,48, Male
24,1, Never-married, Not-in-family, White,40, Male
29,15, Never-married, Not-in-family, White,40, Female
26,9, Married-civ-spouse, Husband, White,40, Male
27,9, Never-married, Own-child, White,40, Male
67,9, Married-civ-spouse, Husband, White,45, Male
